"src","pat_text"
"drug","mofezolac"
"drug","mogamulizumab"
"drug","molasses"
"drug","mold extract"
"drug","molgramostim"
"drug","molidustat"
"drug","molindone"
"drug","molnupiravir"
"drug","molsidomine"
"drug","molybdate ion"
"drug","molybdenum"
"drug","molybdenum trichloride"
"drug","momelotinib"
"drug","mometasone"
"drug","momordica balsamina immature fruit extract"
"drug","momordica balsamina whole extract"
"drug","momordica charantia fruit extract"
"drug","momordica charantia whole extract"
"drug","momordica cochinchinensis seed extract"
"drug","momordicae"
"drug","monarda didyma leaf extract"
"drug","monarda didyma leaf oil"
"drug","monardella odoratissima whole extract"
"drug","monascus purpureus"
"drug","monascus purpureus west"
"drug","monensin"
"drug","mongolian gerbil skin allergenic extract"
"drug","monobenzone"
"drug","monobutyl maleate"
"drug","monoethanolamine lauryl sulfate"
"drug","monoethanolamine thioglycolate"
"drug","monoethyl fumarate"
"drug","monofluorophosphate"
"drug","monomenthyl glutarate"
"drug","monomethyl adipate"
"drug","monomethyl fumarate"
"drug","monooctanoin"
"drug","monoolein"
"drug","monophenylheptamethylcyclotetrasiloxane"
"drug","monophosphoryl lipid a"
"drug","monosodium methylarsonate"
"drug","monostearyl citrate"
"drug","monosulfiram"
"drug","montelukast"
"drug","montmorrillonite"
"drug","morantel"
"drug","moraxella catarrhalis subsp. catarrhalis"
"drug","morazone"
"drug","mordant yellow 10"
"drug","morella cerifera fruit wax"
"drug","morella cerifera root bark extract"
"drug","morella pubescens fruit wax"
"drug","morganella morganii"
"drug","moricizine"
"drug","morinda citrifolia extract"
"drug","morinda citrifolia fruit extract"
"drug","morinda citrifolia fruit juice"
"drug","morinda citrifolia leaf extract"
"drug","morinda citrifolia seed extract"
"drug","morinda citrifolia seed oil"
"drug","morinda citrifolia whole extract"
"drug","morinda officianalis root extract"
"drug","morinda officinalis whole extract"
"drug","moringa oleifera bark extract"
"drug","moringa oleifera fruit extract"
"drug","moringa oleifera leaf extract"
"drug","moringa oleifera leaf oil"
"drug","moringa oleifera seed extract"
"drug","moringa oleifera seed oil"
"drug","morniflumate"
"drug","moroxydine"
"drug","morphine"
"drug","morpholine"
"drug","morpholine salicylate"
"drug","morrhuate"
"drug","morus alba bark extract"
"drug","morus alba extract"
"drug","morus alba leaf extract"
"drug","morus alba root bark extract"
"drug","morus alba root extract"
"drug","morus alba stem extract"
"drug","morus australis leaf extract"
"drug","morus australis root extract"
"drug","morus australis wood extract"
"drug","morus nigra fruit extract"
"drug","morus nigra leaf extract"
"drug","morus nigra root extract"
"drug","mosapride"
"drug","moschus berezovskii musk sac resin"
"drug","moschus moschiferus musk sac resin"
"drug","moschus moschiferus whole extract"
"drug","mosla cavaleriei whole extract"
"drug","mosquito allergenic extract"
"drug","mosunetuzumab"
"drug","moth bean extract"
"drug","motixafortide"
"drug","mountain cedar pollen extract"
"drug","mountain pepper fruit extract"
"drug","mountain pepper whole extract"
"drug","moxalactam"
"drug","moxaverine"
"drug","moxetumomab pasudotox"
"drug","moxidectin"
"drug","moxifloxacin"
"drug","moxisylyte"
"drug","moxonidine"
"drug","mpeg 6000 acetyl lysine"
"drug","mu-conotoxin g iiic"
"drug","mucins"
"drug","mucopolysaccharide polysulfate"
"drug","mucor circinelloides f. circinelloides allergenic extract"
"drug","mucor circinelloides f. lusitanicus allergenic extract"
"drug","mucor plumbeus allergenic extract"
"drug","mucor racemosus allergenic extract"
"drug","mucor racemosus immunoserum rabbit"
"drug","mucor racemosus preparation"
"drug","mucuna birdwoodiana stem extract"
"drug","mucuna pruriens fruit trichome extract"
"drug","mucuna pruriens seed extract"
"drug","mucuna pruriens whole extract"
"drug","mugwort sage pollen extract"
"drug","mulberry pollen extract"
"drug","mumps skin test antigen"
"drug","mumps virus"
"drug","mumps virus vaccine live, jeryl lynn strain"
"drug","mung bean allergenic extract"
"drug","mupirocin"
"drug","muramidase"
"drug","muromonab-cd3"
"drug","murraya koenigii whole extract"
"drug","murraya paniculata fruit extract"
"drug","murraya paniculata leafy twig extract"
"drug","murraya paniculata whole extract"
"drug","musa basjoo whole extract"
"drug","musa x paradisiaca flower extract"
"drug","musa x paradisiaca leaf extract"
"drug","musa x paradisiaca whole extract"
"drug","muscadine grape extract"
"drug","muscone"
"drug","musk ketone"
"drug","musk xylene"
"drug","muskmelon extract"
"drug","mustard greens allergenic extract"
"drug","mustard oil"
"drug","mustard pollen extract"
"drug","mustard seed allergenic extract"
"drug","mutanase schizosaccharomyces pombe"
"drug","mycobacterium bovis"
"drug","mycobacterium bovis immunoserum rabbit"
"drug","mycobacterium microti immunoserum rabbit"
"drug","mycobacterium phlei"
"drug","mycobacterium tuberculosis"
"drug","mycogone nigra allergenic extract"
"drug","mycophenolate"
"drug","mycophenolate mofetil"
"drug","mycophenolic acid"
"drug","mycoplasma pneumoniae"
"drug","myosotis arvensis extract"
"drug","myosotis sylvatica flowering top extract"
"drug","myrcene"
"drug","myrciaria dubia fruit extract"
"drug","myrciaria dubia seed extract"
"drug","myrciaria edulis fruit juice"
"drug","myreth-3 myristate"
"drug","myreth-4"
"drug","myrica cerifera fruit extract"
"drug","myrica esculenta fruit extract"
"drug","myricaria paniculata stem extract"
"drug","myricetin"
"drug","myristalkonium"
"drug","myristamidopropyl pg-dimonium chloride phosphate"
"drug","myristamidopropylamine oxide"
"drug","myristamine oxide"
"drug","myristate"
"drug","myristic diisopropanolamide"
"drug","myristica fragrans fruit extract"
"drug","myristica fragrans whole extract"
"drug","myristoyl-palmitoyl oxostearamide-arachamide mea"
"drug","myristoyl glutamate"
"drug","myristoyl hexapeptide-12, (val-gly-val-ala-pro-gly)-"
"drug","myristoyl isethionate"
"drug","myristoyl pentapeptide-4"
"drug","myristoyl sarcosinate"
"drug","myristoyl tetrapeptide-4"
"drug","myristyl acetate"
"drug","myristyl alcohol"
"drug","myristyl glucoside"
"drug","myristyl lactate"
"drug","myristyl laurate"
"drug","myristyl malate phosphonic acid"
"drug","myristyl myristate"
"drug","myristyl nicotinate"
"drug","myristyl propionate"
"drug","myrothamnus flabellifolia leaf extract"
"drug","myrothamnus flabellifolia whole extract"
"drug","myrrh extract"
"drug","myrrh oil"
"drug","myrtecaine"
"drug","myrtle leaf oil"
"drug","myrtol"
"drug","myrtus communis leaf extract"
"drug","myrtus communis top extract"
"drug","myrtus communis whole extract"
"drug","n-((ethoxycarbonyl)methyl)-p-menthane-3-carboxamide"
"drug","n-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea"
"drug","n-(1,3,4-tris(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea"
"drug","n-(3-(dimethylamino)propyl)octadecanamide"
"drug","n-(3-aminopropyl)-n-dodecyl-1,3-propanediamine"
"drug","n-(3,4-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis (hydroxymethyl) urea"
"drug","n-(carbonyl-methoxypolyethylene glycol 2000)-1,2-distearoyl-sn-glycero-3-phosphoethanolamine"
"drug","n-(hydroxyethyl)ethylenediaminetriacetic acid"
"drug","n-acetyl-.alpha.-d-glucosamine"
"drug","n-acetyl-glucosamine thiazoline"
"drug","n-acetyl dipeptide-1"
"drug","n-acetylcaprolactam"
"drug","n-acetylcarnosine"
"drug","n-acetylmethionine"
"drug","n-acetyltryptophan"
"drug","n-acetyltyrosine"
"drug","n-acetylvaline"
"drug","n-alkyl dimethyl benzyl ammonium (c12-c18)"
"drug","n-alkyl dimethyl benzyl ammonium ion (c12-c18)"
"drug","n-alkyl ethylbenzyl dimethyl ammonium (c12-c14)"
"drug","n-butyl acrylate"
"drug","n-butyl lactate"
"drug","n-butylphthalimide"
"drug","n-caproylsphingosine"
"drug","n-cyclohexyl-2-benzothiazosulfenamide"
"drug","n-cyclohexyl-n'-phenyl-1,4-phenylenediamine"
"drug","n-decyl alcohol"
"drug","n-dialkyl methyl benzyl ammonium chloride (c12-c18)"
"drug","n-dodecane"
"drug","n-dodecyl .beta.-d-maltoside"
"drug","n-ethylhexedrone"
"drug","n-ethylurea"
"drug","n-hydroxysuccinimide"
"drug","n-isopropyl-n-phenyl-4-phenylenediamine"
"drug","n-lactoylethanolamine"
"drug","n-lauroylproline"
"drug","n-methylephedrine"
"drug","n-monoacetylcystine"
"drug","n-oxydiethylene-2-benzothiazole sulfenamide"
"drug","n-tert-octylacrylamide"
"drug","n-tris((hydroxymethyl)methyl)-3-aminopropanesulfonic acid"
"drug","n-valyltryptophan"
"drug","n-vinylcaprolactam"
"drug","n,n'-diphenyl-4-phenylenediamine"
"drug","n,n-bis(2-hydroxyethyl)-p-phenylenediamine sulfate"
"drug","n,n-bis(2-hydroxyethyl)lactamide"
"drug","n,n-dimethyl-2-octadecanamine"
"drug","n,n-dimethylacrylamide"
"drug","n,n-dimethylglycine"
"drug","n,n-dimethyllauramide"
"drug","n,n,n',n'-tetrakis(2-hydroxypropyl)adipamide"
"drug","n.alpha.-methylhistamine dihydrochloride"
"drug","n1-hexadecyl-n1,n1,n2,n2-tetramethyl-n2-(3-(trihydroxysilyl)propyl)ethane-1,2-diaminium dichloride"
"drug","n1,n1,n2,n2-tetramethyl-n1-octadecyl-n2-(3-(trihydroxysilyl)propyl)ethane-1,2-diaminium dichloride"
"drug","n2-(4-fluorobenzoyl)-l-arginine"
"drug","n5-((2e)-((2-(((2,3-bis(omega-methoxypoly(oxyethylene))propoxy)carbonyl)amino)ethoxy)imino)ethyl)glutamine (43000 mw)"
"drug","nabilone"
"drug","nabumetone"
"drug","nadh"
"drug","nadofaragene firadenovec"
"drug","nadolol"
"drug","nadoxolol"
"drug","nadroparin"
"drug","nafarelin"
"drug","nafcillin"
"drug","nafronyl"
"drug","naftazone"
"drug","naftifine"
"drug","naja naja venom"
"drug","naja naja whole extract"
"drug","nalbuphine"
"drug","naldemedine"
"drug","nalidixate"
"drug","nalmefene"
"drug","naloxegol"
"drug","naloxone"
"drug","naltrexone"
"drug","nandina domestica whole extract"
"drug","nandrolone"
"drug","naphazoline"
"drug","naphtha"
"drug","naphthalene"
"drug","naphthalenesulfonic acid (mixed isomers)"
"drug","naphtho(2,1-b)furan"
"drug","naphthoquine"
"drug","naproxen"
"drug","narasin"
"drug","naratriptan"
"drug","narcissus jonquilla flower oil"
"drug","narcissus poeticus flower oil"
"drug","narcissus poeticus flower wax"
"drug","narcissus poeticus whole extract"
"drug","narcissus pseudonarcissus extract"
"drug","narcissus pseudonarcissus flower extract"
"drug","narcissus tazetta bulb extract"
"drug","nardostachys chinensis root extract"
"drug","nardostachys chinensis whole extract"
"drug","nargenicin"
"drug","naringenin"
"drug","naringin"
"drug","narrowleaf marshelder pollen extract"
"drug","nashipati extract"
"drug","nasturtium officienale whole extract"
"drug","nasturtium officinale extract"
"drug","nasturtium officinale leaf extract"
"drug","natal orange extract"
"drug","natalizumab"
"drug","natamycin"
"drug","nateglinide"
"drug","nattokinase"
"drug","natural graphite"
"drug","natural red 26"
"drug","navy kidney bean allergenic extract"
"drug","naxitamab"
"drug","neatsfoot oil"
"drug","nebivolol"
"drug","necitumumab"
"drug","nectarine allergenic extract"
"drug","nedocromil"
"drug","nefazodone"
"drug","nefopam"
"drug","neisseria meningitidis"
"drug","neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup a capsular polysaccharide tetanus toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup a oligosaccharide diphtheria crm197 protein conjugate vaccine"
"drug","neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup c capsular polysaccharide tetanus toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup c oligosaccharide diphtheria crm197 protein conjugate vaccine"
"drug","neisseria meningitidis serogroup w-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup w-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup w-135 oligosaccharide diphtheria crm197 protein conjugate vaccine"
"drug","neisseria meningitidis serogroup y capsular polysaccharide diphtheria toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup y capsular polysaccharide tetanus toxoid protein conjugate vaccine"
"drug","neisseria meningitidis serogroup y oligosaccharide diphtheria crm197 protein conjugate vaccine"
"drug","nelarabine"
"drug","nelfinavir"
"drug","nelumbo nucifera flower extract"
"drug","nelumbo nucifera flower oil"
"drug","nelumbo nucifera flower wax"
"drug","nelumbo nucifera germ extract"
"drug","nelumbo nucifera leaf extract"
"drug","nelumbo nucifera root extract"
"drug","nelumbo nucifera root oil"
"drug","nelumbo nucifera seed extract"
"drug","nelumbo nucifera stamen extract"
"drug","nelumbo nucifera whole extract"
"drug","neo-homosalate"
"drug","neodymium"
"drug","neodymium oxide"
"drug","neohesperidin dihydrochalcone"
"drug","neomycin"
"drug","neon"
"drug","neopentyl gly dcapryl-dcaprate"
"drug","neopentyl glycol"
"drug","neopentyl glycol dicaprate"
"drug","neopentyl glycol dicaprylate-dicaprate"
"drug","neopentyl glycol diethylhexanoate"
"drug","neopentyl glycol diheptanoate"
"drug","neopentyl glycol diisostearate"
"drug","neopicrorhiza scrophulariiflora root extract"
"drug","neostigmine"
"drug","neotame"
"drug","nepafenac"
"drug","nephelium lappaceum fruit rind extract"
"drug","neral"
"drug","neratinib"
"drug","nereocystis luetkeana"
"drug","nerium oleander flower"
"drug","nerium oleander leaf extract"
"drug","nerium oleander whole extract"
"drug","nerol"
"drug","nerolidol"
"drug","nerve growth factor"
"drug","neryl acetate"
"drug","nesiritide"
"drug","netarsudil"
"drug","netilmicin"
"drug","nettle pollen extract"
"drug","netupitant"
"drug","neurospora crassa allergenic extract"
"drug","neurospora intermedia allergenic extract"
"drug","neurospora sitophila allergenic extract"
"drug","neurotensin"
"drug","neurotrophin 3"
"drug","neurotrophin 4"
"drug","nevirapine"
"drug","new coccine"
"drug","new zealand green mussel extract"
"drug","niacin"
"drug","niacinamide"
"drug","niacinamide ascorbate"
"drug","nialamide"
"drug","niaprazine"
"drug","nicarbazin"
"drug","nicardipine"
"drug","nicergoline"
"drug","nickel"
"drug","nickel acetate"
"drug","nickel carbonate hydroxide"
"drug","nickel cation"
"drug","nickel sulfate"
"drug","niclosamide"
"drug","nicoboxil"
"drug","nicofuranose"
"drug","nicorandil"
"drug","nicotiana tabacum whole extract"
"drug","nicotinamide adenine dinucleotide (nad)"
"drug","nicotinamide ribotide"
"drug","nicotinate ethanolamine"
"drug","nicotine"
"drug","nicotine bitartrate"
"drug","nicotinuric acid"
"drug","nicotinyl alcohol"
"drug","nifedipine"
"drug","niflumic acid"
"drug","nifuratel"
"drug","nifuroxazide"
"drug","nifurpipone"
"drug","nifurtimox"
"drug","nifurzide"
"drug","nigella sativa seed extract"
"drug","nigella sativa seed oil"
"drug","nikethamide"
"drug","nilotinib"
"drug","nilutamide"
"drug","nilvadipine"
"drug","nimesulide"
"drug","nimodipine"
"drug","nimorazole"
"drug","nintedanib"
"drug","niobium"
"drug","niraparib"
"drug","nirmatrelvir"
"drug","nirogacestat"
"drug","nirsevimab"
"drug","nisoldipine"
"drug","nitarsone"
"drug","nitazoxanide"
"drug","nitenpyram"
"drug","nitisinone"
"drug","nitrate ion"
"drug","nitrazepam"
"drug","nitrendipine"
"drug","nitric acid"
"drug","nitric oxide"
"drug","nitric oxide synthase"
"drug","nitrite ion"
"drug","nitrocellulose"
"drug","nitrofurantoin"
"drug","nitrofurazone"
"drug","nitrogen"
"drug","nitroglycerin"
"drug","nitromersol"
"drug","nitroprusside"
"drug","nitroso-dl-citrulline"
"drug","nitrous oxide"
"drug","nitroxoline"
"drug","nivolumab"
"drug","nizatidine"
"drug","noggin"
"drug","nolinium"
"drug","nomegestrol"
"drug","nomifensine"
"drug","nonanal"
"drug","nonapeptide-1"
"drug","nonathymulin"
"drug","nonivamide"
"drug","nonoxynol-10"
"drug","nonoxynol-100"
"drug","nonoxynol-12"
"drug","nonoxynol-14"
"drug","nonoxynol-2"
"drug","nonoxynol-20"
"drug","nonoxynol-3"
"drug","nonoxynol-30"
"drug","nonoxynol-4"
"drug","nonoxynol-4 sulfate"
"drug","nonoxynol-5"
"drug","nonoxynol-8"
"drug","nonoxynol-9"
"drug","nonoxynol-9 sulfate"
"drug","nonylphenol"
"drug","nordazepam"
"drug","nordihydroguaiaretate"
"drug","norelgestromin"
"drug","norepinephrine"
"drug","norethandrolone"
"drug","norethindrone"
"drug","norethynodrel"
"drug","norfenefrine"
"drug","norfloxacin"
"drug","norflurane"
"drug","norgestimate"
"drug","norgestrel"
"drug","norgestrienone"
"drug","normethadone"
"drug","north american coral snake antivenin"
"drug","northern bluefin tuna allergenic extract"
"drug","northern brown shrimp allergenic extract"
"drug","northern paper wasp venom protein"
"drug","northern pike allergenic extract"
"drug","northern quahog allergenic extract"
"drug","northern quahog preparation"
"drug","nortriptyline"
"drug","norwalk virus"
"drug","noscapine"
"drug","notopterygium franhetii root extract"
"drug","notopterygium incisum root extract"
"drug","notopterygium incisum whole extract"
"drug","novobiocin"
"drug","noxythiolin"
"drug","nuciferine"
"drug","nuphar japonica root extract"
"drug","nuphar lutea leaf extract"
"drug","nuphar luteum root extract"
"drug","nusinersen"
"drug","nutmeg allergenic extract"
"drug","nutmeg extract"
"drug","nutmeg oil"
"drug","nux vomica extract"
"drug","nyctanthes arbor-tristis whole extract"
"drug","nylidrin"
"drug","nylon 12"
"drug","nylon 612 (mw14000)"
"drug","nymphaea alba flower extract"
"drug","nymphaea alba root extract"
"drug","nymphaea caerulea flower extract"
"drug","nymphaea caerulea flower volatile oil"
"drug","nymphaea odorata root extract"
"drug","nystatin"
"drug","nystose"
"drug","o-anisaldehyde"
"drug","o-cymen-5-ol"
"drug","o-ethylvanillin"
"drug","o-phenanthroline"
"drug","o-phthalaldehyde"
"drug","o-toluenesulfonamide"
"drug","o-xylene"
"drug","oat allergenic extract"
"drug","oat bran"
"drug","oat kernel oil"
"drug","oat smut allergenic extract"
"drug","oat straw extract"
"drug","oats preparation"
"drug","obeticholic acid"
"drug","obidoxime"
"drug","obiltoxaximab"
"drug","obinutuzumab"
"drug","ocean perch preparation"
"drug","ocean pout preparation"
"drug","ocean quahog extract"
"drug","ocimum africanum leaf extract"
"drug","ocimum americanum leaf extract"
"drug","ocimum basilicum flowering top extract"
"drug","ocimum basilicum whole extract"
"drug","ocimum gratissimum leaf oil"
"drug","ocimum gratissimum whole extract"
"drug","ocimum tenuiflorum leaf oil"
"drug","ocimum tenuiflorum top extract"
"drug","ocimum tenuiflorum whole extract"
"drug","oclacitinib"
"drug","ocrelizumab"
"drug","ocriplasmin"
"drug","octadecane"
"drug","octadecanoic acid, (octadecylimino)di-2,1-ethanediyl ester"
"drug","octadecene"
"drug","octadecenedioate"
"drug","octadecyl di-tert-butyl-4-hydroxyhydrocinnamate"
"drug","octadecyltrimethylammonium"
"drug","octamethyltetrasiloxane"
"drug","octanediol"
"drug","octanoic acid"
"drug","octenidine"
"drug","octenyl succinate"
"drug","octinoxate"
"drug","octisalate"
"drug","octocrylene"
"drug","octodrine"
"drug","octopamine"
"drug","octoxynol"
"drug","octoxynol-1"
"drug","octoxynol-11"
"drug","octoxynol-2 ethane sulfonate"
"drug","octoxynol-40"
"drug","octoxynol-5"
"drug","octoxynol-7"
"drug","octoxynol-8"
"drug","octoxynol-9"
"drug","octreotide"
"drug","octyl acetate"
"drug","octyl acrylate"
"drug","octyl caprate"
"drug","octyl dodecanol"
"drug","octyl sulfate"
"drug","octyl triazone"
"drug","octyldecanol"
"drug","octyldimethylammonium chloride"
"drug","octyldodeceth-16"
"drug","octyldodeceth-25"
"drug","octyldodecyl behenate"
"drug","octyldodecyl benzoate"
"drug","octyldodecyl citrate crosspolymer"
"drug","octyldodecyl erucate"
"drug","octyldodecyl lactate"
"drug","octyldodecyl myristate"
"drug","octyldodecyl neopentanoate"
"drug","octyldodecyl oleate"
"drug","octyldodecyl stearate"
"drug","octyldodecyl stearoyl stearate"
"drug","octyldodecyl xyloside"
"drug","octylonium"
"drug","octylphenoxyethanol"
"drug","octyltriethoxysilane"
"drug","odesivimab"
"drug","odevixibat"
"drug","oenanthe aquatica fruit extract"
"drug","oenanthe crocata root extract"
"drug","oenanthe crocata whole extract"
"drug","oenothera biennis flower extract"
"drug","oenothera biennis flowering top extract"
"drug","oenothera biennis leaf extract"
"drug","oenothera biennis root extract"
"drug","oenothera biennis seed extract"
"drug","ofatumumab"
"drug","ofloxacin"
"drug","oftasceine"
"drug","oil of garlic"
"drug","oil of ginger"
"drug","oil of niaouli"
"drug","oil of patchouli"
"drug","oiticica oil"
"drug","okoubaka aubrevillei bark extract"
"drug","okra allergenic extract"
"drug","okra extract"
"drug","olanzapine"
"drug","olaparib"
"drug","olaratumab"
"drug","oldenlandia diffusa extract"
"drug","olea europaea (olive oil) unsaponifiables"
"drug","olea europaea bark extract"
"drug","olea europaea flower bud extract"
"drug","olea europaea flower extract"
"drug","olea europaea fruit volatile oil"
"drug","olea europaea leaf extract"
"drug","olea europaea whole extract"
"drug","olealkonium chloride"
"drug","oleamido mea-sulfosuccinate"
"drug","oleamido mipa-sulfosuccinate"
"drug","oleandomycin"
"drug","oleanolate"
"drug","oleate"
"drug","oleic acid ozonide"
"drug","oleoyl tyrosine"
"drug","oleth-10"
"drug","oleth-12"
"drug","oleth-2"
"drug","oleth-20"
"drug","oleth-25"
"drug","oleth-3"
"drug","oleth-3-phosphate"
"drug","oleth-4 phosphate"
"drug","oleth-5"
"drug","oleth-5-phosphate"
"drug","oleuropein"
"drug","oleyl alcohol"
"drug","oleyl erucate"
"drug","oleyl lactate"
"drug","oleyl oleate"
"drug","oleylamide"
"drug","oliceridine"
"drug","oligopeptide-10"
"drug","oligopeptide 104"
"drug","olipudase alfa"
"drug","olive leaf extract"
"drug","olive oil"
"drug","olive oil decyl esters"
"drug","olive oil polyglyceryl-6 esters"
"drug","olivine"
"drug","olmesartan"
"drug","olodaterol"
"drug","olopatadine"
"drug","olsalazine"
"drug","olutasidenib"
"drug","omacetaxine"
"drug","omacetaxine mepesuccinate"
"drug","omadacycline"
"drug","omalizumab"
"drug","omaveloxolone"
"drug","ombitasvir"
"drug","omega-3 acid ethyl esters (usp)"
"drug","omega-3 carboxylic acids"
"drug","omega-3 fatty acids"
"drug","omeprazole"
"drug","omidenepag"
"drug","omidubicel"
"drug","omoconazole"
"drug","onasemnogene abeparvovec"
"drug","oncorhynchus masou sperm dna"
"drug","ondansetron"
"drug","oneseed juniper pollen extract"
"drug","onion allergenic extract"
"drug","onion extract"
"drug","onion juice"
"drug","ononis campestris extract"
"drug","ononis campestris root extract"
"drug","ononis repens root extract"
"drug","ononis repens whole extract"
"drug","onopordum extract"
"drug","onosmodium virginianum root extract"
"drug","onosmodium virginianum whole extract"
"drug","oolong tea leaf extract"
"drug","ophiocordyceps sinensis extract"
"drug","ophiopogon japonicus root extract"
"drug","opicapone"
"drug","opipramol"
"drug","opium"
"drug","opopanax chironium whole extract"
"drug","opopanax resin"
"drug","oprelvekin"
"drug","opuntia cochenillifera flower extract"
"drug","opuntia cochenillifera fruit extract"
"drug","opuntia ficus-indica extract"
"drug","opuntia ficus-indica flower extract"
"drug","opuntia ficus-indica fruit juice"
"drug","opuntia ficus-indica seed oil"
"drug","opuntia ficus-indica stem extract"
"drug","opuntia ficus indica leaf extract"
"drug","opuntia streptacantha stem extract"
"drug","opuntia tuna flowering top extract"
"drug","opuntia tuna fruit extract"
"drug","opuntia tuna whole extract"
"drug","orange allergenic extract"
"drug","orange juice"
"drug","orange oil"
"drug","orange oil, distilled"
"drug","orange peel extract"
"drug","orange peel wax"
"drug","orange pekoe tea allergenic extract"
"drug","orange pollen extract"
"drug","orbifloxacin"
"drug","orchard grass pollen extract"
"drug","orchis mascula flower extract"
"drug","orchis mascula tuber extract"
"drug","orchis mascula whole extract"
"drug","orcytolagus cuniculus hypothalamus preparation"
"drug","oregano allergenic extract"
"drug","oregano flowering top extract"
"drug","oregano leaf oil"
"drug","oregano oil"
"drug","oregon ash pollen extract"
"drug","oreochromis aureus whole extract"
"drug","orgotein"
"drug","origanum majorana extract"
"drug","origanum oil"
"drug","origanum vulgare subsp. hirtum flower extract"
"drug","origanum vulgare subsp. hirtum whole extract"
"drug","oritavancin"
"drug","orlistat"
"drug","ormetoprim"
"drug","ornidazole"
"drug","ornipressin"
"drug","ornithine"
"drug","ornithine alpha-ketoglutarate"
"drug","ornithine, (l)-isomer"
"drug","ornithogalum umbellatum extract"
"drug","ornithogalum umbellatum flowering top extract"
"drug","orotic acid"
"drug","orphenadrine"
"drug","orris allergenic extract"
"drug","orris root allergenic extract"
"drug","orthoclase"
"drug","orthocresol"
"drug","orthosilicic acid"
"drug","orthosiphon aristatus whole extract"
"drug","oryctolagus cuniculus adrenal gland preparation"
"drug","oryctolagus cuniculus bone preparation"
"drug","oryctolagus cuniculus cartilage preparation"
"drug","oryctolagus cuniculus diencephalon preparation"
"drug","oryctolagus cuniculus duodenum preparation"
"drug","oryctolagus cuniculus eye preparation"
"drug","oryctolagus cuniculus heart preparation"
"drug","oryctolagus cuniculus kidney preparation"
"drug","oryctolagus cuniculus knee joint preparation"
"drug","oryctolagus cuniculus ligament preparation"
"drug","oryctolagus cuniculus liver preparation"
"drug","oryctolagus cuniculus lung preparation"
"drug","oryctolagus cuniculus nerve preparation"
"drug","oryctolagus cuniculus ovary preparation"
"drug","oryctolagus cuniculus pancreatin preparation"
"drug","oryctolagus cuniculus parasympathetic nerve preparation"
"drug","oryctolagus cuniculus pituitary gland preparation"
"drug","oryctolagus cuniculus spinal cord preparation"
"drug","oryctolagus cuniculus spleen preparation"
"drug","oryctolagus cuniculus testicle preparation"
"drug","oryctolagus cuniculus thalamus preparation"
"drug","oryctolagus cuniculus thymus preparation"
"drug","oryctolagus cuniculus thyroid preparation"
"drug","oryctolagus cuniculus uterus preparation"
"drug","oryza sativa whole extract"
"drug","osage orange pollen extract"
"drug","oseltamivir"
"drug","oseltamivir carboxylate"
"drug","osilodrostat"
"drug","osimertinib"
"drug","osmanthus fragrans flower extract"
"drug","osmium"
"drug","ospa protein"
"drug","ospemifene"
"drug","ostericum grosseserratum root extract"
"drug","osthol"
"drug","ostrea edulis shell preparation"
"drug","oteseconazole"
"drug","ouabain"
"drug","ovalbumin"
"drug","ovemotide"
"drug","ovis aries placenta preparation"
"drug","ovis aries skin preparation"
"drug","ovis aries testicle preparation"
"drug","ovis aries whole extract"
"drug","oxaceprol"
"drug","oxacillin"
"drug","oxacycloheptadec-8-en-2-one, (8z)-"
"drug","oxalate"
"drug","oxalic acid"
"drug","oxaliplatin"
"drug","oxalis corniculata whole extract"
"drug","oxalis montana leaf extract"
"drug","oxalis stricta whole extract"
"drug","oxaloacetate"
"drug","oxamniquine"
"drug","oxandrolone"
"drug","oxantel"
"drug","oxaprozin"
"drug","oxatomide"
"drug","oxazepam"
"drug","oxcarbazepine"
"drug","oxeladin"
"drug","oxerutins"
"drug","oxetorone"
"drug","oxfendazole"
"drug","oxibendazole"
"drug","oxiconazole"
"drug","oxidronate"
"drug","oxilofrine"
"drug","oxiracetam"
"drug","oxitropium"
"drug","oxogestone"
"drug","oxolamine"
"drug","oxolinic acid"
"drug","oxothiazolidine"
"drug","oxothiazolidinecarboxylic acid"
"drug","oxprenolol"
"drug","oxtriphylline"
"drug","oxybate"
"drug","oxybenzone"
"drug","oxybutynin"
"drug","oxychlorosene"
"drug","oxycodone"
"drug","oxydendrum arboreum leaf extract"
"drug","oxyfedrine"
"drug","oxygen"
"drug","oxymetazoline"
"drug","oxymetholone"
"drug","oxymorphone"
